所有频道,#genre#
河北卫视,rtsp://61.156.103.73:554/PLTV/88888888/224/3221226526/10000100000000060000000001329928_0.smil
重庆卫视,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225860/10000100000000060000000000218145_0.smil
海南卫视,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225863/10000100000000060000000000218139_0.smil
四川卫视,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225932/10000100000000060000000000218814_0.smil
云南卫视,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225886/10000100000000060000000000219954_0.smil
河南卫视,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225857/10000100000000060000000000218150_0.smil
江西卫视,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225856/10000100000000060000000000218152_0.smil
广西卫视,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225859/10000100000000060000000000218146_0.smil
吉林卫视,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225883/10000100000000060000000000219958_0.smil
山西卫视,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225855/10000100000000060000000000218155_0.smil
陕西卫视,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225854/10000100000000060000000000218161_0.smil
内蒙古卫视,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225940/10000100000000060000000000218829_0.smil
宁夏卫视,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225935/10000100000000060000000000218820_0.smil
新疆卫视,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225942/10000100000000060000000000218836_0.smil
甘肃卫视,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225934/10000100000000060000000000218817_0.smil
青海卫视,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225936/10000100000000060000000000218822_0.smil
西藏卫视,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225938/10000100000000060000000000218826_0.smil
金鹰卡通,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225944/10000100000000060000000000218840_0.smil
KAKU少儿,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225943/10000100000000060000000000218837_0.smil
优漫卡通,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225946/10000100000000060000000000218845_0.smil
哈哈炫动,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225945/10000100000000060000000000218844_0.smil
嘉佳卡通,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225947/10000100000000060000000000218944_0.smil
兵团卫视,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225939/10000100000000060000000000218828_0.smil
农林卫视,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225952/10000100000000060000000000218954_0.smil
金鹰纪实,rtsp://61.156.103.73:554/PLTV/88888888/224/3221226354/10000100000000060000000000912072_0.smil
高清纪实,rtsp://61.156.103.73:554/PLTV/88888888/224/3221225877/10000100000000060000000000215730_0.smil
熊猫频道,rtsp://61.156.103.73:554/PLTV/88888888/224/3221226048/10000100000000060000000000291761_0.smil
PTV5+高清,rtsp://61.156.103.73:554/PLTV/88888888/224/3221226521/10000100000000060000000001283166_0.smil
爱上4K,rtsp://61.156.103.73:554/PLTV/88888888/224/3221226315/10000100000000060000000000533024_0.smil
CHC家庭电影,rtsp://61.156.103.73:554/PLTV/88888888/224/3221226699/10000100000000060000000001972393_0.smil
CHC动作电影,rtsp://61.156.103.73:554/PLTV/88888888/224/3221226691/10000100000000060000000001972392_0.smil
CHC高清电影,rtsp://61.156.103.73:554/PLTV/88888888/224/3221226688/10000100000000060000000001972391_0.smil
国学,rtsp://61.156.103.73:554/PLTV/88888888/224/3221226076/10000100000000060000000000352646_0.smil


中国广电
CCTV-1,http://vss.cbnmtv.com/live/yt_cctv1_h_1.m3u8?channelid=yt_cctv1_h
CCTV-2,http://vss.cbnmtv.com/live/yt_cctv2_h_1.m3u8?channelid=yt_cctv2_h
CCTV-3,http://vss.cbnmtv.com/live/yt_cctv3_h_1.m3u8?channelid=yt_cctv3_h
CCTV-4,http://vss.cbnmtv.com/live/yt_cctv4zhongwenguoji_h_1.m3u8?channelid=yt_cctv4zhongwenguoji_h
CCTV-5,http://vss.cbnmtv.com/live/ty_cctv5_h_1.m3u8?channelid=ty_cctv5_h_1
CCTV-6,http://vss.cbnmtv.com/live/yt_cctv6_h_1.m3u8?channelid=yt_cctv6_h
CCTV-7,http://vss.cbnmtv.com/live/yt_cctv7_h_1.m3u8?channelid=yt_cctv7_h
CCTV-8,http://vss.cbnmtv.com/live/ty_cctv8_h_1.m3u8?channelid=yt_cctv8_h
CCTV-9,http://vss.cbnmtv.com/live/yt_cctv9_h_1.m3u8?channelid=yt_cctv9_h
CCTV-10,http://vss.cbnmtv.com/live/yt_cctv10_h_1.m3u8?channelid=yt_cctv10_h
CCTV-12,http://vss.cbnmtv.com/live/yt_cctv12_h_1.m3u8?channelid=yt_cctv12_h
CCTV-14,http://vss.cbnmtv.com/live/yt_cctv14_h_1.m3u8?channelid=yt_cctv14_h
北京卫视,http://vss.cbnmtv.com/live/bjswsyth_1.m3u8?segmentserverid=bjswsyth_1&channelid=bjswsyth_1
江苏卫视,http://vss.cbnmtv.com/live/yt_jiangsuweishi_h_1.m3u8?segmentserverid=yt_jiangsuweishi_h_1&channelid=yt_jiangsuweishi_h_1
浙江卫视,http://vss.cbnmtv.com/live/yt_zhejiangweishi_h_1.m3u8?segmentserverid=yt_zhejiangweishi_l_1&channelid=yt_zhejiangweishi_h_1
东方卫视,http://vss.cbnmtv.com/live/yt_dongfangweishi_h_1.m3u8?channelid=yt_dongfangweishi_h
东南卫视,http://vss.cbnmtv.com/live/yt_dongnan_h_1.m3u8?segmentserverid=yt_dongnan_h_1&channelid=yt_dongnan_h_1
黑龙江卫视,http://vss.cbnmtv.com/live/yt_heilongjiangweishi_h_1.m3u8?segmentserverid=yt_heilongjiangweishi_h_1&channelid=yt_heilongjiangweishi_h_1
安徽卫视,http://vss.cbnmtv.com/live/yt_anhui_h_1.m3u8?segmentserverid=yt_anhui_h_1&channelid=yt_anhui_h_1
广东卫视,http://vss.cbnmtv.com/live/yt_guangdongweishi_h_1.m3u8?segmentserverid=yt_guangdongweishi_h_1&channelid=yt_guangdongweishi_h_1
山东卫视,http://vss.cbnmtv.com/live/yt_shandongweishi_h_1.m3u8?channelid=yt_shandongweishi_h
湖北卫视,http://vss.cbnmtv.com/live/yt_hubei_h_1.m3u8?segmentserverid=yt_hubei_h_1&channelid=yt_hubei_h_1
四川卫视,http://vss.cbnmtv.com/live/yt_sichuan_h_1.m3u8?segmentserverid=yt_sihuan_h_1&channelid=yt_sichuan_h_1
天津卫视,http://vss.cbnmtv.com/live/yt_tianjinweishi_h_1.m3u8?segmentserverid=yt_tianjinweishi_h_1&channelid=yt_tianjinweishi_h_1
河北卫视,http://vss.cbnmtv.com/live/yt_henanweishi_h_1.m3u8?segmentserverid=yt_henanweishi_h_1&channelid=yt_henanweishi_h_1
深圳卫视,http://vss.cbnmtv.com/live/yt_shenzhenweishi_h_1.m3u8?segmentserverid=yt_shenzhenweishi_h_1&channelid=yt_shenzhenweishi_h_1
金鹰纪实,http://vss.cbnmtv.com/live/yt_jinying_h_1.m3u8?segmentserverid=yt_jinying_h_1&channelid=yt_jinying_h_1
北京新闻,http://vss.cbnmtv.com/live/bjxwyth_1.m3u8?segmentserverid=bjxwyth_1&channelid=bjxwyth_1
北京影视,http://vss.cbnmtv.com/live/bjysyth_1.m3u8?segmentserverid=bjysyth_1&channelid=bjysyth_1
重庆新闻,http://vss.cbnmtv.com/live/CQTV_xw_hd_1.m3u8?segmentserverid=CQTV_xw_hd_1&channelid=CQTV_xw_hd_1
重庆都市,http://vss.cbnmtv.com/live/CQTV_dushi_hd_1.m3u8?segmentserverid=CQTV_dushi_ld_1&channelid=CQTV_dushi_hd_1
重庆少儿,http://vss.cbnmtv.com/live/CQTV_shaoer_hd_1.m3u8?segmentserverid=CQTV_shaoer_hd_1&channelid=CQTV_shaoer_hd_1
重庆时尚,http://vss.cbnmtv.com/live/CQTV_shishang_hd_1.m3u8?segmentserverid=CQTV_shishang_hd_1&channelid=CQTV_shishang_hd_1
重庆影视,http://vss.cbnmtv.com/live/CQTV_yingshi_hd_1.m3u8?segmentserverid=CQTV_yingshi_hd_1&channelid=CQTV_yingshi_hd_1


国内CCTV
#EXTM3U
CTV-1,http://ivi.bupt.edu.cn/hls/cctv1hd.m3u8
CCTV-2 ,http://ivi.bupt.edu.cn/hls/cctv2.m3u8
CCTV-3,http://ivi.bupt.edu.cn/hls/cctv3hd.m3u8
CCTV-4,http://ivi.bupt.edu.cn/hls/cctv4.m3u8
CCTV-5,http://ivi.bupt.edu.cn/hls/cctv5hd.m3u8
CCTV-6,http://ivi.bupt.edu.cn/hls/cctv6hd.m3u8
CCTV-7,http://ivi.bupt.edu.cn/hls/cctv7.m3u8
CCTV-8,http://ivi.bupt.edu.cn/hls/cctv8hd.m3u8
CCTV-9,http://ivi.bupt.edu.cn/hls/cctv9.m3u8
CCTV-10,http://ivi.bupt.edu.cn/hls/cctv10.m3u8
CCTV-11,http://ivi.bupt.edu.cn/hls/cctv11.m3u8
CCTV-12,http://ivi.bupt.edu.cn/hls/cctv12.m3u8
CCTV-13,http://ivi.bupt.edu.cn/hls/cctv13.m3u8
CCTV-14,http://ivi.bupt.edu.cn/hls/cctv14.m3u8
CCTV-15,http://ivi.bupt.edu.cn/hls/cctv15.m3u8
CCTV-5+,http://ivi.bupt.edu.cn/hls/cctv5phd.m3u8
湖南卫视,http://ivi.bupt.edu.cn/hls/hunanhd.m3u8
浙江卫视,http://ivi.bupt.edu.cn/hls/zjhd.m3u8
江苏卫视,http://ivi.bupt.edu.cn/hls/jshd.m3u8
东方卫视,http://ivi.bupt.edu.cn/hls/dfhd.m3u8
安徽卫视,http://ivi.bupt.edu.cn/hls/ahhd.m3u8
安徽卫视,http://ivi.bupt.edu.cn/hls/ahtv.m3u8
黑龙江卫视,http://ivi.bupt.edu.cn/hls/hljhd.m3u8
辽宁卫视,http://ivi.bupt.edu.cn/hls/lnhd.m3u8
深圳卫视,http://ivi.bupt.edu.cn/hls/szhd.m3u8
广东卫视,http://ivi.bupt.edu.cn/hls/gdhd.m3u8
广东卫视,http://ivi.bupt.edu.cn/hls/gdtv.m3u8
天津卫视,http://ivi.bupt.edu.cn/hls/tjhd.m3u8
湖北卫视,http://ivi.bupt.edu.cn/hls/hbhd.m3u8
湖北卫视,http://ivi.bupt.edu.cn/hls/hbtv.m3u8
山东卫视,http://ivi.bupt.edu.cn/hls/sdhd.m3u8
山东卫视,http://ivi.bupt.edu.cn/hls/sdtv.m3u8
重庆卫视,http://ivi.bupt.edu.cn/hls/cqhd.m3u8
深圳卫视,http://ivi.bupt.edu.cn/hls/sztv.m3u8
河南卫视,http://ivi.bupt.edu.cn/hls/hntv.m3u8
陕西卫视,http://ivi.bupt.edu.cn/hls/sxtv.m3u8
吉林卫视,http://ivi.bupt.edu.cn/hls/jltv.m3u8
广西卫视,http://ivi.bupt.edu.cn/hls/gxtv.m3u8
河北卫视,http://ivi.bupt.edu.cn/hls/hebtv.m3u8
西藏卫视,http://ivi.bupt.edu.cn/hls/xztv.m3u8
内蒙古卫视,http://ivi.bupt.edu.cn/hls/nmtv.m3u8
青海卫视,http://ivi.bupt.edu.cn/hls/qhtv.m3u8
四川卫视,http://ivi.bupt.edu.cn/hls/sctv.m3u8
江苏卫视,http://ivi.bupt.edu.cn/hls/jstv.m3u8
天津卫视,http://ivi.bupt.edu.cn/hls/tjtv.m3u8
山西卫视,http://ivi.bupt.edu.cn/hls/sxrtv.m3u8
辽宁卫视,http://ivi.bupt.edu.cn/hls/lntv.m3u8
厦门卫视,http://ivi.bupt.edu.cn/hls/xmtv.m3u8
新疆卫视,http://ivi.bupt.edu.cn/hls/xjtv.m3u8
东方卫视,http://ivi.bupt.edu.cn/hls/dftv.m3u8
黑龙江卫视,http://ivi.bupt.edu.cn/hls/hljtv.m3u8
湖南卫视,http://ivi.bupt.edu.cn/hls/hunantv.m3u8
云南卫视,http://ivi.bupt.edu.cn/hls/yntv.m3u8
江西卫视,http://ivi.bupt.edu.cn/hls/jxtv.m3u8
福建东南卫视,http://ivi.bupt.edu.cn/hls/dntv.m3u8
浙江卫视,http://ivi.bupt.edu.cn/hls/zjtv.m3u8
贵州卫视,http://ivi.bupt.edu.cn/hls/gztv.m3u8
甘肃卫视,http://ivi.bupt.edu.cn/hls/gstv.m3u8 
嘉佳卡通,http://223.110.241.204:6610/gitv/live1/G_JIAJIA/G_JIAJIA/
优漫卡通,http://223.110.241.204:6610/gitv/live1/G_YOUMAN/G_YOUMAN/
卡酷少儿,http://223.110.241.204:6610/gitv/live1/G_KAKU/G_KAKU/
金鹰卡通,http://223.110.241.204:6610/gitv/live1/G_JINYING/G_JINYING/
炫动卡通,http://223.110.241.204:6610/gitv/live1/G_XUANDONG/G_XUANDONG/
第一财经,http://w1.livecdn.yicai.com/hls/live/CBN_sd/live.m3u8 
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8
吉林大学,http://tv.jlu.edu.cn/stream/zhibo/sd/live.m3u8 
凤凰资讯,http://117.169.120.138:8080/live/fhzixun/.m3u8 
TVB财经资讯,http://e1.vdowowza.vip.hk1.tvb.com/tvblive/smil:mobilehd_financeintl.smil/playlist.m3u8  
TVB明珠台,http://m.567it.com/Pearl.m3u8
耀才财经台,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8 
星空卫视,http://218.202.220.2:5000/nn_live.ts?id=STARTV
奇妙电视,http://media.fantv.hk/m3u8/archive/channel2_stream1.m3u8 
龙上,http://live.cjyun.org/video/s10008-ls2018s/index.m3u8
澳亚卫视,http://stream.mastvnet.com/MASTV/sd/live.m3u8  
民视新闻
https://6.mms.vlog.xuite.net/hls/ftvtv/index.m3u8 
GOOD好消息1台,http://live.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8
GOOD好消息2台,http://live.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8 
RHK31,http://rthklive1-lh.akamaihd.net/i/rthk31_1@167495/index_2052_av-b.m3u8
彭博（金融）Bloomberg TV Europe,http://cdn-videos.akamaized.net/btv/desktop/akamai/europe/live/primary.m3u8
美国新闻CBS News 1,http://cbsnewshd-lh.akamaihd.net/i/CBSNHD_7@199302/master.m3u8
美国新闻CBS News 2
https://www.cbsnews.com/common/video/dai_prod.m3u8
美国新闻ABC News
https://abclive2-lh.akamaihd.net/i/abc_live11@423404/master.m3u8
半岛电视台Ai Jazeera,http://aljazeera-eng-hd-live.hls.adaptive.level3.net/aljazeera/english2/index.m3u8
土耳其TRT WORLD,http://trtcanlitv-lh.akamaihd.net/i/TRTWORLD_1@321783/master.m3u8
美国之音VOA
https://voa-lh.akamaihd.net/i/voapnn_7@72817/index_0288_av-b.m3u8
纽约音乐选择台Music Choice Play,http://edge.music-choice-play-chaina1.top.comcast.net/PlayMetadataInserter/play/chunklist.m3u8
布鲁内尔音乐台Radio Bruno,http://37.48.83.34:80/radiobrunotv/radiobrunotv/playlist.m3u8 
乌克兰VOTV,http://hls.cdn.ua/vo.org.ua_live/_definst_/online-ru-hotbird-high/chunklist.m3u8
法国Midnight Secrets
https://fash1043.cloudycdn.services/slive/_definst_/ftv_ftv_midnite_k1y_27049_midnite_secr_108_hls.smil/playlist.m3u8 
法国France,http://f24hls-i.akamaihd.net/hls/live/221192/F24_FR_LO_HLS/master_900.m3u8
Newstv爱情喜剧,http://183.207.249.12/PLTV/3/224/3221225525/index.m3u8
Newstv搏击,http://223.110.245.134/PLTV/3/224/3221226656/index.m3u8
Newstv潮妈辣婆,http://223.110.245.170/PLTV/3/224/3221226983/index.m3u8
Newstv动画王国,http://183.207.249.15/PLTV/3/224/3221225555/index.m3u8
Newstv古装剧场,http://183.207.249.14/PLTV/3/224/3221225527/index.m3u8
Newstv海外剧场,http://183.207.249.16/PLTV/3/224/3221225547/index.m3u8
Newstv家庭剧场,http://183.207.249.14/PLTV/3/224/3221225549/index.m3u8
Newstv健康有约,http://183.207.249.14/PLTV/3/224/3221225545/index.m3u8
Newstv金牌综艺,http://183.207.249.16/PLTV/3/224/3221225559/index.m3u8
Newstv惊悚悬疑,http://183.207.249.7/PLTV/3/224/3221225561/index.m3u8
Newstv精品大剧,http://183.207.249.14/PLTV/3/224/3221225569/index.m3u8
Newstv精品电影,http://183.207.249.14/PLTV/3/224/3221225567/index.m3u8
Newstv精品记录,http://183.207.249.14/PLTV/3/224/3221225557/index.m3u8
Newstv精品体育,http://183.207.249.16/PLTV/3/224/3221225543/index.m3u8
Newstv军旅剧场,http://183.207.249.15/PLTV/3/224/3221225531/index.m3u8
Newstv军事评论,http://183.207.249.14/PLTV/3/224/3221225533/index.m3u8
Newstv明星大片,http://183.207.249.14/PLTV/3/224/3221225535/index.m3u8
Newstv农业致富,http://183.207.249.15/PLTV/3/224/3221225537/index.m3u8
Newstv完美游戏,http://183.207.249.16/PLTV/3/224/3221225539/index.m3u8
Newstv中国功夫,http://223.110.245.135/PLTV/3/224/3221226935/index.m3u8
赵本山小品,http://js.hls.huya.com/huyalive/29106097-2689443426-11551071559112196096-2789253866-10057-A-0-1_1200.m3u8
周星驰,http://tx.hls.huya.com/huyalive/94525224-2460685313-10568562945082523648-2789274524-10057-A-0-1.m3u8 
北京卫视,http://ivi.bupt.edu.cn/hls/btv1hd.m3u8
北京卫视,http://ivi.bupt.edu.cn/hls/btv1.m3u8
北京文艺,http://ivi.bupt.edu.cn/hls/btv2hd.m3u8
北京文艺,http://ivi.bupt.edu.cn/hls/btv2.m3u8 
北京纪实,http://ivi.bupt.edu.cn/hls/btv11hd.m3u8
北京科教,http://ivi.bupt.edu.cn/hls/btv3.m3u8
北京影视,http://ivi.bupt.edu.cn/hls/btv4.m3u8
北京财经,http://ivi.bupt.edu.cn/hls/btv5.m3u8 
北京生活,http://ivi.bupt.edu.cn/hls/btv7.m3u8
北京青年,http://ivi.bupt.edu.cn/hls/btv8.m3u8
北京新闻,http://ivi.bupt.edu.cn/hls/btv9.m3u8
北京卡酷少儿,http://ivi.bupt.edu.cn/hls/btv10.m3u8
房山电视台,http://live.funhillmedia.com/live/tv/tzwj_video.m3u8
怀柔电视台,http://live.huairtv.com:1935/dvrLive/hrtvmb/playlist.m3u8 
石景山有线,http://live.sjsgdzx.com/channel5/sd/live.m3u8 
蚌埠新闻综合,http://newvod.ahbbtv.com:1935/live/smil:xwpd_copy.smil/playlist.m3u8
蚌埠公共,http://newvod.ahbbtv.com:1935/live/smil:ggpd_copy.smil/playlist.m3u8
蚌埠生活,http://newvod.ahbbtv.com:1935/live/smil:shpd_copy.smil/playlist.m3u8
蚌埠文教,http://newvod.ahbbtv.com:1935/live/smil:wjpd_copy.smil/playlist.m3u8
蚌埠公交,http://newvod.ahbbtv.com:1935/live/smil:gjpd_copy.smil/playlist.m3u8
池州新闻综合,http://cztv.wshls.homecdn.com/live/829f.m3u8
池州公共,http://cztv.wshls.homecdn.com/live/829d.m3u8 
宿州新闻综合,http://live.ahsz.tv/video/s10001-szzh/index.m3u8
宿州公共,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8
宿州科教,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8
阜阳新闻综合,http://120.210.216.73:8080/ysten-business/reallive/fyxwpd/1.m3u8
阜阳公共,http://120.210.216.73:8080/ysten-business/reallive/fyggpd/1.m3u8
阜阳教育,http://120.210.216.73:8080/ysten-business/reallive/fydspd/1.m3u8
阜阳都市,http://120.210.216.73:8080/ysten-business/reallive/fyjypd/1.m3u8 
亳州新闻,http://220.180.110.101:8083/videos/live/33/59/NC7XQdEveyncq/NC7XQdEveyncq.M3U8
亳州农村,http://220.180.110.101:8083/videos/live/39/13/o4ncrHkSp7q09/o4ncrHkSp7q09.M3U8
芜湖新闻综合,http://live1.wuhubtv.com/channel1/sd/live.m3u8
芜湖生活,http://live1.wuhubtv.com/channel2/sd/live.m3u8
芜湖公共,http://live1.wuhubtv.com/channel3/sd/live.m3u8
芜湖教育,http://live1.wuhubtv.com/channel4/sd/live.m3u8
安庆新闻综合,http://live.aqbtv.cn:9600/live/xnpd_109/tzwj_video.m3u8
安庆公共,http://live.aqbtv.cn:9600/live/ggpd_100/tzwj_video.m3u8
安庆黄梅戏,http://live.aqbtv.cn:9600/live/hmx/tzwj_video.m3u8
六安新闻综合,http://live.china-latv.com/channel1/sd/live.m3u8
六安公共,http://live.china-latv.com/channel2/sd/live.m3u8
滁州新闻综合,http://183.167.193.45:1935/live/cztvzh/playlist.m3u8
滁州科教,http://183.167.193.45:1935/live/cztvkj/playlist.m3u8
滁州公共,http://183.167.193.45:1935/live/cztvgg/playlist.m3u8
长丰新闻综合,http://218.23.114.19:1935/live/xinwen/playlist.m3u8
长丰生活影院,http://218.23.114.19:1935/live/yingshi/playlist.m3u8 
宿松新闻综合,http://31022.hlsplay.aodianyun.com/lms_31022/tv_channel_99.m3u8
宿松影视文艺,http://31022.hlsplay.aodianyun.com/lms_31022/tv_channel_126.m3u8
东至新闻综合,http://223.247.33.124:1935/live/zonghe/playlist.m3u8
东至影视,http://223.247.33.124:1935/live/yingshi/playlist.m3u8
东至文化资讯,http://223.247.33.124:1935/live/wenhua/playlist.m3u8
青阳电视一套,http://111.38.103.210:1935/live/yitao/playlist.m3u8
青阳电视二套,http://111.38.103.210:1935/live/ertao/playlist.m3u8
肥西综合,http://60.168.145.236:1936/live/xinwen/playlist.m3u8
肥西生活,http://60.168.145.236:1936/live/movie/playlist.m3u8
绩溪新闻,http://124.112.228.134:1935/live/zongyi/playlist.m3u8
凤台综合,http://60.175.115.119:1935/live/zonghe/playlist.m3u8
凤台文化生活,http://60.175.115.119:1935/live/wenhua/playlist.m3u8 
岳西综合,http://58.243.4.22:1935/live/zonghe/playlist.m3u8
岳西影视,http://58.243.4.22:1935/live/yingshi/playlist.m3u8
岳西图文,http://58.243.4.22:1935/live/tuwen/playlist.m3u8
萧县新闻综合,http://60.171.238.200:8199/live/XWZH.m3u8
萧县经济生活,http://60.171.238.200:8199/live/JJSH.m3u8
萧县农业旅游,http://60.171.238.200:8199/live/NYZB.m3u8 
芜湖县新闻综合,http://220.178.172.47:8090/live/ch0.m3u8
芜湖县影视,http://220.178.172.47:8090/live/ch1.m3u8
涡阳新闻综合,http://220.180.110.101:8083/videos/live/36/57/hwEHU4UVQ1Iv5/hwEHU4UVQ1Iv5.M3U8 
重庆移动机场,http://qxlmlive.cbg.cn:1935/app_2/ls_56.stream/chunklist.m3u8
重庆移动公交,http://qxlmlive.cbg.cn:1935/app_2/ls_57.stream/chunklist.m3u8 
万州综合,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8
万州综合,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8
万州三峡移民,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8
万州三峡移民,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8
万州影视文艺,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
万州影视文艺,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
万州科教,http://wanzhoulive.cbg.cn:8017/Cz7WPb8/800/live.m3u8
万州科教,http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8
巴南综合,http://bananlive.cbg.cn/channel1/sd/live.m3u8
巴南综合,http://stream.cqbntv.com/channel1/sd/live.m3u8
巴南生活服务,http://bananlive.cbg.cn/channel2/sd/live.m3u8
巴南生活服务,http://stream.cqbntv.com/channel2/sd/live.m3u8
巴南快乐,http://bananlive.cbg.cn/channel3/sd/live.m3u8
巴南快乐,http://stream.cqbntv.com/channel3/sd/live.m3u8
梁平综合,http://qxlmlive.cbg.cn:1935/app_2/ls_44.stream/playlist.m3u8
长寿综合,http://qxlmlive.cbg.cn:1935/app_2/ls_63.stream/playlist.m3u8
长寿文化旅游,http://qxlmlive.cbg.cn:1935/app_2/ls_75.stream/playlist.m3u8
璧山综合,http://222.179.44.89:10023/ch1.m3u8 
酉阳新闻综合,http://qxlmlive.cbg.cn:1935/app_2/ls_68.stream/chunklist.m3u8
开州综合,http://kaixianlive.cbg.cn:10345/1.m3u8
开州生活,http://kaixianlive.cbg.cn:10345/5.m3u8 
綦江综合,http://qxlmlive.cbg.cn:1935/app_2/_definst_/ls_25.stream/playlist.m3u8
綦江综合,http://113.207.29.195:1935/app_2/_definst_/ls_25.stream/playlist.m3u8
南川新闻综合,http://nanchuanlive.cbg.cn:30000/1111.m3u8
南川新闻综合,http://221.5.213.4:30000/1111.m3u8
南川旅游经济,http://nanchuanlive.cbg.cn:30000/2222.m3u8
南川旅游经济,http://221.5.213.4:30000/2222.m3u8
江津新闻综合,http://jiangjinlive.cbg.cn:1935/ch1.m3u8
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8
江津经济生活,http://jiangjinlive.cbg.cn:1935/ch0.m3u8
江津经济生活,http://222.179.155.21:1935/ch0.m3u8
江津文化旅游,http://jiangjinlive.cbg.cn:1935/ch2.m3u8
江津文化旅游,http://222.179.155.21:1935/ch2.m3u8
彭水新闻综合,http://pengshuilive.cbg.cn/pengshui01.m3u8
彭水新闻综合,http://125.62.25.129/pengshui01.m3u8
彭水文化旅游,http://pengshuilive.cbg.cn/pengshui02.m3u8
彭水文化旅游,http://125.62.25.129/pengshui02.m3u8
丰都综合,http://125.62.25.201:1935/output0.m3u8
丰都文化旅游,http://125.62.25.201:1936/output0.m3u8
垫江综合,http://dianjianglive.cbg.cn:8010/hls/stream/dxxwp33w.m3u8
垫江综合,http://125.62.24.185:8010/hls/stream/dxxwp33w.m3u8 
垫江丹乡文化,http://125.62.24.185:8010/hls/stream/qcx9dxe6.m3u8
忠县综合,http://qxlmlive.cbg.cn:1935/app_2/_definst_/ls_35.stream/playlist.m3u8
忠县文旅,http://qxlmlive.cbg.cn:1935/app_2/_definst_/ls_36.stream/playlist.m3u8
奉节综合,http://61.161.120.60:9500/ch0.m3u8
奉节文旅,http://61.161.120.60:9500/ch1.m3u8 
黔江综合,http://125.62.60.253:9001/hls/live/live1/starsam.m3u8
黔江武陵,http://qianjianglive.cbg.cn:9001/hls/live/live2/starsam.m3u8 
黔江生态文化,http://qianjianglive.cbg.cn:9001/hls/live/live3/starsam.m3u8 
城口综合,http://chengkoulive2.cbg.cn:1935/chengkou01.m3u8 
万盛新闻综合,http://qxlmlive.cbg.cn:1935/app_2/ls_40.stream/playlist.m3u8
荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8
荣昌文化生活,http://183.64.181.25:40023/rongchang02.m3u8
渝北综合,http://yubeilive.cbg.cn/ch1-3.m3u8
渝北综合,http://222.178.228.154:8030/ch1-2.m3u8
渝北都市,http://yubeilive.cbg.cn/ch0-3.m3u8
渝北都市,http://222.178.228.154:8030/ch0-2.m3u8 
福建导视,http://fjnh.chinashadt.com:2036/live/stream:fjds.stream/playlist.m3u8
福州综合,http://live.zohi.tv/video/s10001-FZTV-1/index.m3u8
福州影视,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
福州生活,http://live.zohi.tv/video/s10001-shpd-3/index.m3u8
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
厦门一套,http://cstv.live.wscdns.com/live/xiamen1/playlist.m3u8
厦门一套,http://cstvpull.live.wscdns.com/live/xiamen1.flv
厦门二套,http://cstv.live.wscdns.com/live/xiamen2/playlist.m3u8
厦门二套,http://cstvpull.live.wscdns.com/live/xiamen2.flv
厦门三套,http://cstv.live.wscdns.com/live/xiamen3/playlist.m3u8
厦门三套,http://cstvpull.live.wscdns.com/live/xiamen3.flv
厦门四套,http://cstv.live.wscdns.com/live/xiamen4/playlist.m3u8
